"Date Time","Date Time(RAW)","Download IXP (volume)","Download IXP (volume)(RAW)","Download IXP (speed)","Download IXP (speed)(RAW)","Upload IXP (volume)","Upload IXP (volume)(RAW)","Upload IXP (speed)","Upload IXP (speed)(RAW)","Download NIX (volume)","Download NIX (volume)(RAW)","Download NIX (speed)","Download NIX (speed)(RAW)","Upload NIX (volume)","Upload NIX (volume)(RAW)","Upload NIX (speed)","Upload NIX (speed)(RAW)","Total (volume)","Total (volume)(RAW)","Total (speed)","Total (speed)(RAW)","Coverage","Coverage(RAW)"
"1/31/2025 5:00:00 PM - 6:00:00 PM","45688.4583333333","3,502 Mbit","3501.5026","0.97 Mbit/s","0.9727","1,365 Mbit","1365.3944","0.38 Mbit/s","0.3793","1,367 Mbit","1366.7646","0.38 Mbit/s","0.3797","29 Mbit","28.9043","","0.0080","6,263 Mbit","6262.5659","1.74 Mbit/s","1.7397","100 %","0000009999"
"1/31/2025 6:00:00 PM - 7:00:00 PM","45688.5000000000","2,840 Mbit","2840.3409","0.79 Mbit/s","0.7891","1,541 Mbit","1540.9802","0.43 Mbit/s","0.4281","1,541 Mbit","1541.1238","0.43 Mbit/s","0.4281","30 Mbit","30.1170","","0.0084","5,953 Mbit","5952.5620","1.65 Mbit/s","1.6536","100 %","0000009999"
"1/31/2025 7:00:00 PM - 8:00:00 PM","45688.5416666667","2,377 Mbit","2377.2793","0.66 Mbit/s","0.6604","1,470 Mbit","1470.0987","0.41 Mbit/s","0.4084","1,470 Mbit","1469.9236","0.41 Mbit/s","0.4083","31 Mbit","30.5137","","0.0085","5,348 Mbit","5347.8153","1.49 Mbit/s","1.4856","100 %","0000009999"
"1/31/2025 8:00:00 PM - 9:00:00 PM","45688.5833333333","3,368 Mbit","3367.6033","0.94 Mbit/s","0.9355","1,529 Mbit","1528.7744","0.42 Mbit/s","0.4247","1,529 Mbit","1528.8137","0.42 Mbit/s","0.4247","30 Mbit","30.1987","","0.0084","6,455 Mbit","6455.3902","1.79 Mbit/s","1.7933","100 %","0000009999"
"1/31/2025 9:00:00 PM - 10:00:00 PM","45688.6250000000","2,828 Mbit","2828.3759","0.79 Mbit/s","0.7857","1,504 Mbit","1503.6313","0.42 Mbit/s","0.4177","1,502 Mbit","1502.1425","0.42 Mbit/s","0.4173","29 Mbit","29.1197","","0.0081","5,863 Mbit","5863.2694","1.63 Mbit/s","1.6288","100 %","0000009999"
"1/31/2025 10:00:00 PM - 11:00:00 PM","45688.6666666667","4,616 Mbit","4616.1724","1.28 Mbit/s","1.2824","1,600 Mbit","1599.7166","0.44 Mbit/s","0.4444","1,601 Mbit","1601.2272","0.44 Mbit/s","0.4448","30 Mbit","29.8507","","0.0083","7,847 Mbit","7846.9669","2.18 Mbit/s","2.1799","100 %","0000009999"
"1/31/2025 11:00:00 PM - 12:00:00 AM","45688.7083333333","6,741 Mbit","6740.6639","1.87 Mbit/s","1.8726","1,541 Mbit","1540.8282","0.43 Mbit/s","0.4280","1,542 Mbit","1541.6785","0.43 Mbit/s","0.4283","28 Mbit","28.4796","","0.0079","9,852 Mbit","9851.6501","2.74 Mbit/s","2.7368","100 %","0000009999"
"2/1/2025 12:00:00 AM - 1:00:00 AM","45688.7500000000","5,149 Mbit","5149.3810","1.43 Mbit/s","1.4305","1,593 Mbit","1592.9845","0.44 Mbit/s","0.4425","1,593 Mbit","1593.0635","0.44 Mbit/s","0.4426","30 Mbit","29.5829","","0.0082","8,365 Mbit","8365.0119","2.32 Mbit/s","2.3238","100 %","0000009999"
"2/1/2025 1:00:00 AM - 2:00:00 AM","45688.7916666667","5,429 Mbit","5429.0853","1.51 Mbit/s","1.5082","1,825 Mbit","1825.0482","0.51 Mbit/s","0.5070","1,824 Mbit","1824.1391","0.51 Mbit/s","0.5067","33 Mbit","33.0522","","0.0092","9,111 Mbit","9111.3248","2.53 Mbit/s","2.5311","100 %","0000009999"
"2/1/2025 2:00:00 AM - 3:00:00 AM","45688.8333333333","3,542 Mbit","3541.5887","0.98 Mbit/s","0.9839","1,554 Mbit","1554.4900","0.43 Mbit/s","0.4318","1,555 Mbit","1554.5315","0.43 Mbit/s","0.4318","29 Mbit","29.0706","","0.0081","6,680 Mbit","6679.6808","1.86 Mbit/s","1.8556","100 %","0000009999"
"2/1/2025 3:00:00 AM - 4:00:00 AM","45688.8750000000","3,023 Mbit","3023.1266","0.84 Mbit/s","0.8398","1,502 Mbit","1501.6511","0.42 Mbit/s","0.4172","1,500 Mbit","1500.1346","0.42 Mbit/s","0.4167","30 Mbit","29.7734","","0.0083","6,055 Mbit","6054.6857","1.68 Mbit/s","1.6820","100 %","0000009999"
"2/1/2025 4:00:00 AM - 5:00:00 AM","45688.9166666667","1,371 Mbit","1371.4793","0.38 Mbit/s","0.3810","1,348 Mbit","1347.7347","0.37 Mbit/s","0.3744","1,348 Mbit","1348.3446","0.37 Mbit/s","0.3746","29 Mbit","28.8234","","0.0080","4,096 Mbit","4096.3821","1.14 Mbit/s","1.1380","100 %","0000009999"
"2/1/2025 5:00:00 AM - 6:00:00 AM","45688.9583333333","5,246 Mbit","5246.2596","1.46 Mbit/s","1.4574","1,434 Mbit","1433.9517","0.40 Mbit/s","0.3983","1,434 Mbit","1434.0007","0.40 Mbit/s","0.3984","29 Mbit","28.6569","","0.0080","8,143 Mbit","8142.8689","2.26 Mbit/s","2.2621","100 %","0000009999"
"2/1/2025 6:00:00 AM - 7:00:00 AM","45689.0000000000","1,078 Mbit","1078.0860","0.30 Mbit/s","0.2995","1,299 Mbit","1298.9606","0.36 Mbit/s","0.3609","1,299 Mbit","1298.9553","0.36 Mbit/s","0.3609","28 Mbit","28.4388","","0.0079","3,704 Mbit","3704.4407","1.03 Mbit/s","1.0291","100 %","0000009999"
"2/1/2025 7:00:00 AM - 8:00:00 AM","45689.0416666667","7,924 Mbit","7924.4086","2.20 Mbit/s","2.2014","1,402 Mbit","1402.3519","0.39 Mbit/s","0.3896","1,402 Mbit","1402.2200","0.39 Mbit/s","0.3895","28 Mbit","28.2762","","0.0079","10,757 Mbit","10757.2567","2.99 Mbit/s","2.9884","100 %","0000009999"
"2/1/2025 8:00:00 AM - 9:00:00 AM","45689.0833333333","1,286 Mbit","1286.3756","0.36 Mbit/s","0.3574","1,272 Mbit","1271.9373","0.35 Mbit/s","0.3533","1,271 Mbit","1271.3388","0.35 Mbit/s","0.3532","29 Mbit","28.6515","","0.0080","3,858 Mbit","3858.3031","1.07 Mbit/s","1.0718","100 %","0000009999"
"2/1/2025 9:00:00 AM - 10:00:00 AM","45689.1250000000","1,119 Mbit","1119.4697","0.31 Mbit/s","0.3110","1,279 Mbit","1278.9098","0.36 Mbit/s","0.3553","1,280 Mbit","1279.5213","0.36 Mbit/s","0.3555","28 Mbit","28.4228","","0.0079","3,706 Mbit","3706.3236","1.03 Mbit/s","1.0296","100 %","0000009999"
"2/1/2025 10:00:00 AM - 11:00:00 AM","45689.1666666667","954 Mbit","954.3745","0.27 Mbit/s","0.2651","1,273 Mbit","1273.0688","0.35 Mbit/s","0.3537","1,273 Mbit","1273.0104","0.35 Mbit/s","0.3536","30 Mbit","30.3519","","0.0084","3,531 Mbit","3530.8057","0.98 Mbit/s","0.9808","100 %","0000009999"
